,demographics_key,dissemination_area,population,median_age,total_dwellings,average_household_size,median_household_income,mother_tongue_official_percentage,mother_tongue_unofficial_percentage,census_year
17691,201135470271,35470271,589,41.2,225,2.7,33301.0,100.0,0.0,2011
17692,201135470272,35470272,976,45.5,365,2.7,39859.0,100.0,0.0,2011
17693,201135470273,35470273,546,47.1,210,2.6,34496.0,100.0,0.0,2011
17694,201135470274,35470274,984,41.9,335,2.9,40149.0,100.0,0.0,2011
17695,201135470275,35470275,558,42.9,205,2.6,34752.0,100.0,0.0,2011
17696,201135470276,35470276,830,47.4,350,2.4,34560.0,100.0,0.0,2011
17697,201135470277,35470277,515,43.8,220,2.3,34790.0,100.0,0.0,2011
17698,201135470278,35470278,657,35.4,260,2.5,35008.0,100.0,0.0,2011
17699,201135470279,35470279,583,42.6,255,2.3,28800.0,100.0,0.0,2011
17700,201135470280,35470280,555,48.1,275,2.0,29013.0,100.0,0.0,2011
17701,201135470281,35470281,506,44.0,275,1.8,26592.0,100.0,0.0,2011
17702,201135470282,35470282,603,45.5,310,1.9,25312.0,100.0,0.0,2011
17703,201135470283,35470283,506,38.1,230,2.1,30357.0,100.0,0.0,2011
17704,201135470284,35470284,1542,54.4,655,2.1,41472.0,100.0,0.0,2011
17705,201135470285,35470285,730,54.4,360,2.0,36779.0,99.31,0.69,2011
17706,201135470286,35470286,604,48.9,300,2.0,34624.0,100.0,0.0,2011
17707,201135470287,35470287,831,40.4,325,2.5,40064.0,100.0,0.0,2011
17708,201135470288,35470288,482,51.7,175,2.4,33920.0,100.0,0.0,2011
17709,201135470289,35470289,822,48.1,340,2.5,41472.0,100.0,0.0,2011
17710,201135470290,35470290,500,54.1,235,2.1,31915.0,100.0,0.0,2011
17711,201135470291,35470291,571,49.7,255,2.3,36608.0,100.0,0.0,2011
17712,201135470292,35470292,655,46.6,255,2.6,35755.0,100.0,0.0,2011
17713,201135470293,35470293,606,47.5,245,2.5,30048.0,100.0,0.0,2011
17714,201135470294,35470294,531,48.1,195,2.5,32640.0,100.0,0.0,2011
17715,201135470295,35470295,610,54.5,260,2.3,28480.0,100.0,0.0,2011
17716,201135470296,35470296,771,56.6,345,2.2,26645.0,100.0,0.0,2011
17717,201135470297,35470297,643,57.2,290,2.2,33440.0,100.0,0.0,2011
17718,201135470298,35470298,525,48.8,205,2.6,22512.0,100.0,0.0,2011
17719,201135470299,35470299,496,52.1,215,2.3,25792.0,100.0,0.0,2011
17720,201135470300,35470300,401,48.2,165,2.4,25600.0,100.0,0.0,2011
17721,201135470301,35470301,503,56.5,235,2.2,32608.0,100.0,0.0,2011
17722,201135470302,35470302,637,52.2,235,2.2,27648.0,100.0,0.0,2011
17723,201135470303,35470303,592,53.2,260,2.1,24256.0,100.0,0.0,2011
17724,201135470304,35470304,710,54.9,250,2.5,29312.0,100.0,0.0,2011
17725,201135470305,35470305,600,46.8,285,2.1,25920.0,100.0,0.0,2011
17726,201135470306,35470306,606,48.9,250,2.3,27040.0,99.16,0.84,2011
17727,201135470307,35470307,549,49.7,220,2.4,29472.0,100.0,0.0,2011
17728,201135470308,35470308,502,47.1,195,2.6,27584.0,100.0,0.0,2011
17729,201135470309,35470309,321,48.8,130,2.6,26816.0,100.0,0.0,2011
17730,201135470310,35470310,746,51.7,320,2.3,31539.0,100.0,0.0,2011
17731,201135470311,35470311,488,46.4,210,2.3,24160.0,100.0,0.0,2011
17732,201135470312,35470312,666,48.6,315,2.1,24128.0,100.0,0.0,2011
17733,201135470313,35470313,451,40.2,185,2.5,28224.0,100.0,0.0,2011
17734,201135470314,35470314,652,46.9,220,2.7,36117.0,100.0,0.0,2011
17735,201135470315,35470315,641,37.1,260,2.5,34304.0,100.0,0.0,2011
17736,201135470316,35470316,650,45.8,245,2.7,36864.0,100.0,0.0,2011
17737,201135470317,35470317,536,43.4,205,2.6,33280.0,100.0,0.0,2011
17738,201135470318,35470318,578,48.2,230,2.5,37184.0,100.0,0.0,2011
17739,201135470319,35470319,974,48.4,400,2.4,34099.0,100.0,0.0,2011
17740,201135470320,35470320,262,35.5,90,2.8,28672.0,100.0,0.0,2011
17741,201135470321,35470321,416,40.2,145,2.9,26176.0,98.8,1.2,2011
17742,201135480017,35480017,408,28.2,145,2.7,50944.0,100.0,0.0,2011
17743,201135480019,35480019,406,39.6,135,3.0,51264.0,100.0,0.0,2011
17744,201135480020,35480020,449,41.1,145,3.0,47360.0,100.0,0.0,2011
17745,201135480021,35480021,831,41.1,285,2.9,57056.0,100.0,0.0,2011
17746,201135480022,35480022,444,44.6,250,1.8,26592.0,100.0,0.0,2011
17747,201135480023,35480023,453,41.3,200,2.3,28320.0,100.0,0.0,2011
17748,201135480024,35480024,472,47.1,205,2.3,34176.0,100.0,0.0,2011
17749,201135480025,35480025,481,46.5,210,2.3,33664.0,100.0,0.0,2011
17750,201135480026,35480026,503,35.4,190,2.7,41792.0,99.01,0.99,2011
17751,201135480027,35480027,535,34.8,230,2.3,25195.0,100.0,0.0,2011
17752,201135480028,35480028,629,45.2,265,2.4,37088.0,100.0,0.0,2011
17753,201135480029,35480029,783,47.5,370,2.1,34496.0,100.0,0.0,2011
17754,201135480030,35480030,515,43.3,220,2.3,34944.0,99.03,0.97,2011
17755,201135480032,35480032,525,43.3,245,2.2,32064.0,100.0,0.0,2011
17756,201135480033,35480033,306,40.0,160,1.9,27792.0,100.0,0.0,2011
17757,201135480034,35480034,532,39.9,265,2.1,26656.0,99.07,0.93,2011
17758,201135480035,35480035,580,34.6,255,2.2,28064.0,100.0,0.0,2011
17759,201135480036,35480036,471,31.3,235,2.0,23808.0,98.94,1.06,2011
17760,201135480037,35480037,536,37.0,295,1.7,22336.0,99.07,0.93,2011
17761,201135480038,35480038,438,35.5,230,1.9,22976.0,100.0,0.0,2011
17762,201135480039,35480039,491,40.2,280,1.7,16928.0,100.0,0.0,2011
17763,201135480040,35480040,427,35.5,205,2.1,26176.0,100.0,0.0,2011
17764,201135480041,35480041,393,42.2,210,1.9,24000.0,100.0,0.0,2011
17765,201135480042,35480042,580,43.8,280,2.0,27840.0,100.0,0.0,2011
17766,201135480043,35480043,435,38.2,200,2.2,28928.0,100.0,0.0,2011
17767,201135480045,35480045,433,43.2,215,2.0,24811.0,100.0,0.0,2011
17768,201135480046,35480046,405,47.0,210,1.8,23312.0,100.0,0.0,2011
17769,201135480047,35480047,424,39.0,175,2.3,36864.0,100.0,0.0,2011
17770,201135480048,35480048,502,41.0,225,2.2,29589.0,100.0,0.0,2011
17771,201135480049,35480049,483,44.4,230,2.1,30016.0,100.0,0.0,2011
17772,201135480050,35480050,398,44.5,170,2.4,34112.0,98.75,1.25,2011
17773,201135480051,35480051,441,46.4,180,2.4,50176.0,100.0,0.0,2011
17774,201135480052,35480052,398,27.7,135,2.9,28608.0,100.0,0.0,2011
17775,201135480053,35480053,452,40.6,165,2.8,39552.0,100.0,0.0,2011
17776,201135480054,35480054,467,48.9,185,2.1,29248.0,100.0,0.0,2011
17777,201135480055,35480055,374,53.7,190,2.0,33024.0,100.0,0.0,2011
17778,201135480056,35480056,559,42.6,240,2.3,36480.0,100.0,0.0,2011
17779,201135480057,35480057,470,41.5,225,2.1,38208.0,100.0,0.0,2011
17780,201135480058,35480058,580,63.2,415,1.4,22720.0,99.14,0.86,2011
17781,201135480059,35480059,535,60.9,345,1.3,19328.0,99.07,0.93,2011
17782,201135480060,35480060,392,34.8,200,1.9,22656.0,98.7,1.3,2011
17783,201135480061,35480061,468,44.9,255,1.8,23808.0,100.0,0.0,2011
17784,201135480062,35480062,422,47.8,225,1.8,22336.0,100.0,0.0,2011
17785,201135480063,35480063,524,49.3,300,1.6,22432.0,100.0,0.0,2011
17786,201135480064,35480064,501,34.0,230,2.2,26048.0,100.0,0.0,2011
17787,201135480065,35480065,482,39.7,210,2.3,35072.0,100.0,0.0,2011
17788,201135480066,35480066,450,35.0,210,2.1,26544.0,100.0,0.0,2011
17789,201135480067,35480067,395,33.2,230,1.7,18731.0,100.0,0.0,2011
17790,201135480068,35480068,397,44.2,190,2.1,31936.0,100.0,0.0,2011
17791,201135480069,35480069,542,48.1,220,2.5,38955.0,100.0,0.0,2011
17792,201135480070,35480070,387,40.7,185,2.1,37760.0,100.0,0.0,2011
17793,201135480071,35480071,382,44.4,165,2.3,34944.0,100.0,0.0,2011
17794,201135480072,35480072,458,39.1,205,2.2,30421.0,100.0,0.0,2011
17795,201135480073,35480073,552,40.0,215,2.5,30101.0,99.09,0.91,2011
17796,201135480074,35480074,486,45.1,190,2.6,37248.0,100.0,0.0,2011
17797,201135480075,35480075,511,48.6,205,2.5,37696.0,100.0,0.0,2011
17798,201135480076,35480076,578,46.5,230,2.6,37845.0,100.0,0.0,2011
17799,201135480077,35480077,359,28.2,130,2.7,22592.0,100.0,0.0,2011
17800,201135480078,35480078,296,51.2,125,2.4,36736.0,100.0,0.0,2011
17801,201135480079,35480079,475,29.0,175,2.7,27840.0,100.0,0.0,2011
17802,201135480080,35480080,616,41.6,245,2.4,34048.0,100.0,0.0,2011
17803,201135480081,35480081,643,42.5,285,2.3,34227.0,100.0,0.0,2011
17804,201135480082,35480082,651,34.2,245,2.7,33707.0,100.0,0.0,2011
17805,201135480084,35480084,409,35.9,145,2.9,41856.0,98.78,1.22,2011
17806,201135480085,35480085,552,45.2,225,2.4,35712.0,100.0,0.0,2011
17807,201135480086,35480086,358,33.5,145,2.4,23040.0,98.55,1.45,2011
17808,201135480088,35480088,506,37.1,205,2.4,29376.0,100.0,0.0,2011
17809,201135480089,35480089,669,54.0,315,2.1,45248.0,100.0,0.0,2011
17810,201135480090,35480090,700,65.2,305,1.8,37419.0,100.0,0.0,2011
17811,201135480091,35480091,505,57.4,365,1.3,18086.0,100.0,0.0,2011
17812,201135480092,35480092,368,48.4,165,2.3,44544.0,100.0,0.0,2011
17813,201135480095,35480095,894,38.4,320,2.4,28992.0,100.0,0.0,2011
17814,201135480096,35480096,790,29.4,310,2.5,27392.0,100.0,0.0,2011
17815,201135480097,35480097,416,38.6,160,2.5,34176.0,100.0,0.0,2011
17816,201135480098,35480098,347,30.2,140,2.5,25984.0,100.0,0.0,2011
17817,201135480099,35480099,411,53.0,220,1.9,27712.0,100.0,0.0,2011
17818,201135480100,35480100,523,46.3,195,2.5,37120.0,100.0,0.0,2011
17819,201135480101,35480101,567,33.2,185,2.8,49792.0,100.0,0.0,2011
17820,201135480132,35480132,555,33.5,195,2.4,32128.0,100.0,0.0,2011
17821,201135480133,35480133,429,35.2,160,2.7,34432.0,100.0,0.0,2011
17822,201135480136,35480136,1372,31.7,520,2.6,29504.0,100.0,0.0,2011
17823,201135480137,35480137,441,57.5,270,1.6,27008.0,100.0,0.0,2011
17824,201135480138,35480138,361,35.7,185,1.9,35968.0,100.0,0.0,2011
17825,201135480139,35480139,331,44.1,125,2.6,51584.0,100.0,0.0,2011
17826,201135480140,35480140,383,47.1,150,2.6,47424.0,100.0,0.0,2011
17827,201135480142,35480142,400,44.0,160,2.5,39168.0,100.0,0.0,2011
17828,201135480143,35480143,690,38.6,250,2.8,44160.0,100.0,0.0,2011
17829,201135480144,35480144,718,57.1,410,1.8,32853.0,100.0,0.0,2011
17830,201135480145,35480145,1417,36.8,485,2.9,39360.0,100.0,0.0,2011
17831,201135480146,35480146,280,40.3,95,2.9,49920.0,100.0,0.0,2011
17832,201135480175,35480175,1542,33.4,615,2.5,32096.0,99.34,0.66,2011
17833,201135480176,35480176,1167,68.1,510,1.7,24346.0,99.44,0.56,2011
17834,201135480178,35480178,820,53.3,385,2.1,25216.0,100.0,0.0,2011
17835,201135480180,35480180,678,50.6,285,2.4,32512.0,100.0,0.0,2011
17836,201135480181,35480181,773,48.4,305,2.6,26624.0,100.0,0.0,2011
17837,201135480182,35480182,1006,48.9,415,2.4,33664.0,100.0,0.0,2011
17838,201135480183,35480183,696,52.0,310,2.3,32416.0,100.0,0.0,2011
17839,201135480184,35480184,694,41.0,260,2.7,36128.0,100.0,0.0,2011
17840,201135480185,35480185,643,43.0,260,2.5,32128.0,100.0,0.0,2011
17841,201135480186,35480186,936,41.1,370,2.5,36395.0,100.0,0.0,2011
17842,201135480187,35480187,691,41.1,270,2.5,33152.0,100.0,0.0,2011
17843,201135480188,35480188,507,45.2,225,2.2,29952.0,100.0,0.0,2011
17844,201135480189,35480189,598,51.6,315,1.9,27584.0,100.0,0.0,2011
17845,201135480190,35480190,586,51.3,290,1.9,25920.0,100.0,0.0,2011
17846,201135480191,35480191,610,73.3,275,1.7,21152.0,100.0,0.0,2011
17847,201135480192,35480192,515,46.9,245,2.0,23659.0,99.02,0.98,2011
17848,201135480193,35480193,572,43.9,225,2.6,35584.0,100.0,0.0,2011
17849,201135480194,35480194,822,47.0,325,2.5,41408.0,100.0,0.0,2011
17850,201135480195,35480195,499,41.3,185,2.7,34176.0,100.0,0.0,2011
17851,201135480196,35480196,481,39.4,180,2.6,35456.0,100.0,0.0,2011
17852,201135480197,35480197,472,41.8,195,2.4,28928.0,100.0,0.0,2011
17853,201135480198,35480198,620,39.0,260,2.3,26368.0,100.0,0.0,2011
17854,201135480199,35480199,627,50.2,350,1.7,20352.0,100.0,0.0,2011
17855,201135480200,35480200,1450,42.1,590,2.5,27509.0,100.0,0.0,2011
17856,201135480203,35480203,538,45.0,205,2.6,35584.0,100.0,0.0,2011
17857,201135480204,35480204,385,49.5,160,2.4,40576.0,100.0,0.0,2011
17858,201135480205,35480205,442,45.8,170,2.6,42496.0,100.0,0.0,2011
17859,201135480206,35480206,802,49.0,305,2.6,60160.0,100.0,0.0,2011
17860,201135480207,35480207,670,48.8,275,2.4,49536.0,100.0,0.0,2011
17861,201135480208,35480208,654,46.2,260,2.5,48896.0,99.23,0.77,2011
17862,201135480209,35480209,810,51.8,280,2.4,39253.0,100.0,0.0,2011
17863,201135480210,35480210,340,46.9,145,2.3,31936.0,100.0,0.0,2011
17864,201135480211,35480211,711,43.0,275,2.6,45184.0,100.0,0.0,2011
17865,201135480212,35480212,649,37.9,230,2.9,39872.0,100.0,0.0,2011
17866,201135480213,35480213,1189,48.2,460,2.6,40896.0,100.0,0.0,2011
17867,201135480214,35480214,745,47.3,290,2.5,37248.0,99.33,0.67,2011
17868,201135480215,35480215,311,40.5,110,2.8,25600.0,100.0,0.0,2011
17869,201135480216,35480216,507,48.4,200,2.6,31168.0,100.0,0.0,2011
17870,201135480217,35480217,453,45.8,190,2.4,31168.0,100.0,0.0,2011
17871,201135480218,35480218,568,47.7,225,2.5,22112.0,100.0,0.0,2011
17872,201135480219,35480219,756,46.7,320,2.4,26752.0,100.0,0.0,2011
17873,201135480221,35480221,299,47.4,135,2.2,34475.0,100.0,0.0,2011
17874,201135480222,35480222,353,47.6,155,2.2,29248.0,100.0,0.0,2011
17875,201135480223,35480223,694,48.3,275,2.3,24480.0,100.0,0.0,2011
17876,201135480224,35480224,543,40.8,220,2.4,21632.0,100.0,0.0,2011
17877,201135480225,35480225,433,46.6,205,2.2,23616.0,100.0,0.0,2011
17878,201135480226,35480226,365,43.8,135,2.7,26304.0,100.0,0.0,2011
17879,201135480227,35480227,613,49.0,250,2.4,27392.0,100.0,0.0,2011
17880,201135480229,35480229,703,41.4,260,2.7,27541.0,99.29,0.71,2011
17881,201135480230,35480230,560,45.6,225,2.4,30880.0,100.0,0.0,2011
17882,201135480231,35480231,483,41.5,180,2.7,37632.0,100.0,0.0,2011
17883,201135480232,35480232,344,50.9,160,2.1,27840.0,100.0,0.0,2011
17884,201135480233,35480233,488,52.1,215,2.3,24896.0,100.0,0.0,2011
17885,201135480234,35480234,379,53.0,180,2.1,32192.0,100.0,0.0,2011
17886,201135480235,35480235,802,54.8,350,2.3,32192.0,100.0,0.0,2011
17887,201135480236,35480236,974,46.2,410,2.4,28352.0,100.0,0.0,2011
17888,201135480237,35480237,767,41.9,260,3.0,51371.0,100.0,0.0,2011
17889,201135480238,35480238,1111,39.7,350,3.2,58592.0,100.0,0.0,2011
17890,201135490146,35490146,455,43.4,190,2.4,35264.0,100.0,0.0,2011
17891,201135490147,35490147,1150,45.1,465,2.5,48640.0,100.0,0.0,2011
17892,201135490148,35490148,818,51.5,340,2.4,46507.0,99.39,0.61,2011
17893,201135490149,35490149,595,45.2,245,2.4,33856.0,100.0,0.0,2011
17894,201135490150,35490150,432,45.0,160,2.6,38400.0,100.0,0.0,2011
17895,201135490151,35490151,414,43.0,160,2.6,39552.0,100.0,0.0,2011
17896,201135490152,35490152,614,46.4,225,2.7,31360.0,99.19,0.81,2011
17897,201135490153,35490153,577,49.6,240,2.4,34944.0,100.0,0.0,2011
17898,201135490154,35490154,513,53.9,225,2.3,30400.0,100.0,0.0,2011
17899,201135490155,35490155,552,43.3,220,2.5,34918.0,100.0,0.0,2011
17900,201135490156,35490156,562,46.7,255,2.2,31040.0,100.0,0.0,2011
17901,201135490157,35490157,604,55.9,185,2.4,28832.0,100.0,0.0,2011
17902,201135490158,35490158,630,41.9,235,2.7,35456.0,100.0,0.0,2011
17903,201135490159,35490159,554,44.5,225,2.5,31968.0,100.0,0.0,2011
17904,201135490160,35490160,476,52.9,175,2.3,31296.0,100.0,0.0,2011
17905,201135490162,35490162,413,50.5,180,2.2,27413.0,100.0,0.0,2011
17906,201135490163,35490163,624,47.0,265,2.4,22624.0,100.0,0.0,2011
17907,201135490164,35490164,425,43.2,195,2.2,20736.0,100.0,0.0,2011
17908,201135490165,35490165,383,48.5,155,2.4,31232.0,100.0,0.0,2011
17909,201135490166,35490166,499,51.2,225,2.2,30997.0,100.0,0.0,2011
17910,201135490167,35490167,486,52.7,235,2.1,27456.0,100.0,0.0,2011
17911,201135490168,35490168,470,53.1,205,2.3,31893.0,100.0,0.0,2011
17912,201135490169,35490169,488,46.7,190,2.5,24544.0,100.0,0.0,2011
17913,201135490170,35490170,521,53.2,230,2.2,27072.0,100.0,0.0,2011
17914,201135490171,35490171,468,46.4,220,2.1,23104.0,100.0,0.0,2011
17915,201135490172,35490172,499,42.6,235,2.1,23488.0,100.0,0.0,2011
17916,201135490173,35490173,413,52.4,180,2.2,25824.0,100.0,0.0,2011
17917,201135490174,35490174,438,53.4,200,2.3,32000.0,100.0,0.0,2011
17918,201135490175,35490175,514,45.5,215,2.5,29632.0,100.0,0.0,2011
17919,201135490176,35490176,509,49.4,230,2.2,26176.0,100.0,0.0,2011
17920,201135490177,35490177,612,38.8,235,2.5,28864.0,100.0,0.0,2011
17921,201135490178,35490178,682,53.8,285,2.3,28512.0,100.0,0.0,2011
17922,201135490179,35490179,841,54.2,380,2.2,28779.0,99.4,0.6,2011
17923,201135490180,35490180,284,50.2,120,2.4,24533.0,100.0,0.0,2011
17924,201135490181,35490181,394,46.4,170,2.4,27008.0,100.0,0.0,2011
17925,201135490182,35490182,385,50.2,165,2.3,26560.0,100.0,0.0,2011
17926,201135490183,35490183,634,53.2,280,2.3,26624.0,100.0,0.0,2011
17927,201135490184,35490184,562,55.4,260,2.1,25504.0,100.0,0.0,2011
17928,201135490185,35490185,364,53.6,160,2.3,23136.0,100.0,0.0,2011
17929,201135490186,35490186,528,54.8,240,2.1,25728.0,100.0,0.0,2011
17930,201135490187,35490187,402,55.8,190,2.1,27072.0,100.0,0.0,2011
17931,201135490188,35490188,516,56.4,225,2.3,30464.0,100.0,0.0,2011
17932,201135490189,35490189,427,53.6,185,2.3,35200.0,100.0,0.0,2011
17933,201135490190,35490190,487,51.1,220,2.3,32704.0,100.0,0.0,2011
17934,201135490191,35490191,657,58.2,300,2.1,33216.0,100.0,0.0,2011
17935,201135490192,35490192,509,46.9,200,2.5,32448.0,100.0,0.0,2011
17936,201135490193,35490193,582,45.9,215,2.7,43520.0,100.0,0.0,2011
17937,201135490194,35490194,440,52.4,180,2.2,32320.0,100.0,0.0,2011
17938,201135490195,35490195,516,43.4,230,2.3,32576.0,100.0,0.0,2011
17939,201135490196,35490196,695,46.6,300,2.3,31296.0,100.0,0.0,2011
17940,201135490197,35490197,571,47.5,295,1.9,27648.0,99.12,0.88,2011
17941,201135490198,35490198,592,48.0,275,2.1,27136.0,100.0,0.0,2011
17942,201135490199,35490199,414,43.8,195,2.1,24224.0,100.0,0.0,2011
17943,201135490200,35490200,410,40.4,170,2.3,23488.0,100.0,0.0,2011
17944,201135490201,35490201,470,53.8,240,2.0,25440.0,100.0,0.0,2011
17945,201135490202,35490202,625,56.5,280,1.7,23445.0,99.06,0.94,2011
17946,201135490203,35490203,536,47.1,230,2.3,35371.0,100.0,0.0,2011
17947,201135490204,35490204,427,43.9,195,2.2,31680.0,100.0,0.0,2011
17948,201135490205,35490205,495,49.7,235,2.1,35072.0,100.0,0.0,2011
17949,201135490206,35490206,572,48.6,220,2.5,34784.0,100.0,0.0,2011
17950,201135490207,35490207,419,35.9,160,2.7,24128.0,100.0,0.0,2011
17951,201135490209,35490209,739,52.2,300,2.4,33621.0,100.0,0.0,2011
17952,201135490210,35490210,566,55.2,255,2.2,35200.0,100.0,0.0,2011
17953,201135490215,35490215,437,57.8,225,1.9,24000.0,100.0,0.0,2011
17954,201135490217,35490217,470,60.4,230,2.0,25493.0,100.0,0.0,2011
17955,201135490221,35490221,204,46.2,95,2.2,25011.0,100.0,0.0,2011
17956,201135490222,35490222,739,59.2,360,2.1,25365.0,100.0,0.0,2011
17957,201135490223,35490223,543,56.1,250,2.1,21408.0,100.0,0.0,2011
17958,201135490224,35490224,510,56.9,230,2.2,32064.0,100.0,0.0,2011
17959,201135490225,35490225,557,49.2,225,2.4,33728.0,100.0,0.0,2011
17960,201135490226,35490226,503,47.5,195,2.5,34603.0,100.0,0.0,2011
17961,201135490227,35490227,502,48.6,205,2.4,32800.0,100.0,0.0,2011
17962,201135490228,35490228,661,53.8,280,2.3,31072.0,100.0,0.0,2011
17963,201135490229,35490229,605,48.0,240,2.5,38400.0,99.17,0.83,2011
17964,201135490230,35490230,588,52.0,260,2.2,36544.0,100.0,0.0,2011
17965,201135490231,35490231,509,53.8,215,2.4,38208.0,100.0,0.0,2011
17966,201135490232,35490232,597,50.7,250,2.4,39808.0,100.0,0.0,2011
17967,201135490233,35490233,590,45.8,220,2.6,37760.0,100.0,0.0,2011
17968,201135510070,35510070,626,55.3,285,2.1,31808.0,100.0,0.0,2011
17969,201135510071,35510071,487,37.2,185,2.6,19878.0,100.0,0.0,2011
17970,201135510072,35510072,601,54.3,240,2.2,36736.0,100.0,0.0,2011
17971,201135510073,35510073,462,46.7,210,2.2,28608.0,100.0,0.0,2011
17972,201135510074,35510074,472,42.3,200,2.4,30976.0,100.0,0.0,2011
17973,201135510075,35510075,545,52.3,235,2.3,31168.0,100.0,0.0,2011
17974,201135510076,35510076,365,30.9,135,2.6,23232.0,100.0,0.0,2011
17975,201135510078,35510078,444,50.1,185,2.4,32416.0,100.0,0.0,2011
17976,201135510079,35510079,516,47.8,225,2.3,31936.0,100.0,0.0,2011
17977,201135510080,35510080,407,36.7,170,2.4,19232.0,100.0,0.0,2011
17978,201135510082,35510082,593,23.8,235,2.5,17744.0,100.0,0.0,2011
17979,201135510083,35510083,572,24.2,210,2.7,16128.0,100.0,0.0,2011
17980,201135510084,35510084,475,41.8,200,2.4,17712.0,100.0,0.0,2011
17981,201135510085,35510085,406,56.9,185,2.2,27584.0,100.0,0.0,2011
17982,201135510086,35510086,466,53.2,210,2.2,32448.0,100.0,0.0,2011
17983,201135510087,35510087,493,49.4,220,2.2,26837.0,100.0,0.0,2011
17984,201135510088,35510088,504,57.0,225,2.1,33984.0,100.0,0.0,2011
17985,201135510089,35510089,495,55.2,220,2.2,27968.0,100.0,0.0,2011
17986,201135510091,35510091,308,55.2,140,2.2,27456.0,100.0,0.0,2011
17987,201135510093,35510093,376,50.7,130,2.6,39680.0,100.0,0.0,2011
17988,201135510094,35510094,474,52.4,235,2.0,30421.0,100.0,0.0,2011
17989,201135510095,35510095,506,56.4,245,2.1,34816.0,100.0,0.0,2011
17990,201135510096,35510096,897,33.5,370,2.4,18261.0,100.0,0.0,2011
17991,201135510106,35510106,526,55.0,235,2.1,30400.0,100.0,0.0,2011
17992,201135520083,35520083,438,56.8,215,2.1,32288.0,100.0,0.0,2011
17993,201135520085,35520085,272,54.1,125,2.1,29632.0,98.18,1.82,2011
17994,201135520086,35520086,317,56.6,160,2.0,28896.0,100.0,0.0,2011
17995,201135520087,35520087,421,51.8,190,2.2,33984.0,100.0,0.0,2011
17996,201135520091,35520091,391,43.5,165,2.4,41856.0,100.0,0.0,2011
17997,201135520092,35520092,331,49.8,160,2.1,29568.0,100.0,0.0,2011
17998,201135520093,35520093,285,40.2,125,2.4,39168.0,100.0,0.0,2011
17999,201135520094,35520094,371,42.1,125,2.7,45696.0,100.0,0.0,2011
18000,201135520095,35520095,418,39.9,170,2.5,43648.0,100.0,0.0,2011
18001,201135520096,35520096,320,48.4,155,2.0,33024.0,100.0,0.0,2011
18002,201135520098,35520098,568,51.2,225,2.5,30336.0,99.12,0.88,2011
18003,201135520099,35520099,478,39.4,195,2.4,28390.0,98.95,1.05,2011
18004,201135520100,35520100,629,42.7,260,2.4,28992.0,100.0,0.0,2011
