,demographics_key,dissemination_area,population,median_age,total_dwellings,average_household_size,median_household_income,mother_tongue_official_percentage,mother_tongue_unofficial_percentage,census_year
21341,201635100308,35100308,633,44.3,240,2.6,30560.0,100.0,0.0,2016
21342,201635100309,35100309,467,48.4,205,2.3,30016.0,100.0,0.0,2016
21343,201635100310,35100310,620,50.8,245,2.5,44843.0,100.0,0.0,2016
21344,201635100311,35100311,604,46.3,240,2.5,38240.0,100.0,0.0,2016
21345,201635100312,35100312,658,44.9,245,2.6,40235.0,100.0,0.0,2016
21346,201635100313,35100313,942,46.4,350,2.7,42368.0,99.47,0.53,2016
21347,201635100248,35100248,566,56.2,255,2.1,22485.0,100.0,0.0,2016
21348,201635100249,35100249,527,58.5,250,2.0,23744.0,100.0,0.0,2016
21349,201635100250,35100250,499,56.4,235,2.1,27936.0,100.0,0.0,2016
21350,201635100251,35100251,708,47.9,280,2.5,31136.0,100.0,0.0,2016
21351,201635100252,35100252,540,49.0,210,2.5,29632.0,100.0,0.0,2016
21352,201635100253,35100253,582,48.8,235,2.5,33664.0,100.0,0.0,2016
21353,201635100314,35100314,538,56.3,245,2.2,24768.0,100.0,0.0,2016
21354,201635100315,35100315,413,54.3,180,2.3,27827.0,100.0,0.0,2016
21355,201635100245,35100245,723,60.8,370,1.9,24704.0,100.0,0.0,2016
21356,201635100246,35100246,612,60.3,295,2.0,30208.0,100.0,0.0,2016
21357,201635100332,35100332,563,56.9,260,2.1,29376.0,100.0,0.0,2016
21358,201635110076,35110076,525,43.9,190,2.7,37632.0,100.0,0.0,2016
21359,201635110077,35110077,482,43.7,170,2.8,38827.0,100.0,0.0,2016
21360,201635110078,35110078,474,46.1,200,2.4,33323.0,100.0,0.0,2016
21361,201635110079,35110079,529,37.5,205,2.5,33792.0,100.0,0.0,2016
21362,201635110080,35110080,490,46.4,195,2.5,35029.0,100.0,0.0,2016
21363,201635110081,35110081,463,47.4,170,2.7,34112.0,100.0,0.0,2016
21364,201635110082,35110082,454,48.4,175,2.6,39808.0,98.9,1.1,2016
21365,201635110083,35110083,2043,38.5,745,2.5,41685.0,100.0,0.0,2016
21366,201635110084,35110084,672,36.9,250,2.7,43477.0,99.25,0.75,2016
21367,201635110085,35110085,728,44.1,250,3.0,44288.0,100.0,0.0,2016
21368,201635110086,35110086,707,47.8,270,2.4,38810.0,100.0,0.0,2016
21369,201635110087,35110087,426,39.1,175,2.4,26816.0,100.0,0.0,2016
21370,201635110088,35110088,396,51.2,160,2.5,35968.0,98.73,1.27,2016
21371,201635110089,35110089,453,38.8,175,2.5,30912.0,100.0,0.0,2016
21372,201635110090,35110090,410,45.6,155,2.6,40576.0,100.0,0.0,2016
21373,201635110091,35110091,375,46.6,160,2.3,40960.0,100.0,0.0,2016
21374,201635110092,35110092,459,48.2,185,2.5,38016.0,100.0,0.0,2016
21375,201635110093,35110093,489,36.2,225,2.2,31147.0,100.0,0.0,2016
21376,201635110094,35110094,801,36.0,280,2.9,39936.0,100.0,0.0,2016
21377,201635110095,35110095,547,60.5,245,2.2,50944.0,99.08,0.92,2016
21378,201635110096,35110096,509,44.4,190,2.6,35200.0,100.0,0.0,2016
21379,201635110098,35110098,539,45.5,230,2.3,37632.0,100.0,0.0,2016
21380,201635110099,35110099,675,45.8,270,2.5,41728.0,100.0,0.0,2016
21381,201635110100,35110100,940,65.1,460,2.0,43264.0,100.0,0.0,2016
21382,201635110102,35110102,473,46.1,180,2.5,37504.0,100.0,0.0,2016
21383,201635110127,35110127,380,46.2,145,2.6,43520.0,100.0,0.0,2016
21384,201635110135,35110135,420,58.9,195,2.1,42112.0,100.0,0.0,2016
21385,201635110103,35110103,528,45.5,200,2.6,39680.0,100.0,0.0,2016
21386,201635110104,35110104,700,43.7,285,2.4,34278.0,100.0,0.0,2016
21387,201635110105,35110105,675,47.0,260,2.6,36864.0,100.0,0.0,2016
21388,201635110106,35110106,653,45.9,335,1.9,23456.0,99.23,0.77,2016
21389,201635110107,35110107,436,40.0,175,2.5,27307.0,100.0,0.0,2016
21390,201635110108,35110108,408,47.1,220,1.8,22480.0,100.0,0.0,2016
21391,201635110109,35110109,400,42.9,175,2.1,25984.0,100.0,0.0,2016
21392,201635110110,35110110,401,44.8,185,2.2,24096.0,100.0,0.0,2016
21393,201635110111,35110111,384,45.0,180,2.1,25024.0,100.0,0.0,2016
21394,201635110112,35110112,408,45.7,175,2.3,29984.0,100.0,0.0,2016
21395,201635110113,35110113,460,46.4,210,2.2,30528.0,100.0,0.0,2016
21396,201635110114,35110114,420,52.1,195,2.2,30144.0,100.0,0.0,2016
21397,201635110115,35110115,453,44.6,190,2.3,30976.0,98.89,1.11,2016
21398,201635110116,35110116,679,55.3,195,2.6,36992.0,100.0,0.0,2016
21399,201635110117,35110117,439,47.2,170,2.1,28480.0,100.0,0.0,2016
21400,201635110118,35110118,490,42.6,180,2.6,33408.0,100.0,0.0,2016
21401,201635110119,35110119,460,54.3,200,2.3,29728.0,100.0,0.0,2016
21402,201635110120,35110120,490,48.2,165,2.6,34560.0,100.0,0.0,2016
21403,201635110121,35110121,491,41.8,180,2.7,34517.0,100.0,0.0,2016
21404,201635110124,35110124,502,44.8,185,2.7,30720.0,100.0,0.0,2016
21405,201635110128,35110128,833,49.7,310,2.5,40192.0,100.0,0.0,2016
21406,201635110129,35110129,658,60.9,300,2.0,24939.0,100.0,0.0,2016
21407,201635110130,35110130,583,47.9,225,2.6,36992.0,100.0,0.0,2016
21408,201635110131,35110131,585,53.1,290,2.0,30656.0,100.0,0.0,2016
21409,201635110132,35110132,373,47.8,150,2.6,30272.0,100.0,0.0,2016
21410,201635110133,35110133,514,48.6,200,2.5,35046.0,100.0,0.0,2016
21411,201635110134,35110134,509,52.6,220,2.3,34261.0,100.0,0.0,2016
21412,201635110136,35110136,509,59.4,240,2.1,33664.0,100.0,0.0,2016
21413,201635110137,35110137,941,55.8,395,2.4,39296.0,99.47,0.53,2016
21414,201635110138,35110138,510,43.9,180,2.8,34432.0,100.0,0.0,2016
21415,201635110065,35110065,383,55.7,180,2.1,30592.0,100.0,0.0,2016
21416,201635110066,35110066,526,45.5,215,2.4,27776.0,100.0,0.0,2016
21417,201635110067,35110067,456,46.2,170,2.7,33280.0,100.0,0.0,2016
21418,201635110068,35110068,383,43.3,155,2.5,31248.0,100.0,0.0,2016
21419,201635110069,35110069,487,40.6,180,2.7,38042.0,100.0,0.0,2016
21420,201635110070,35110070,437,44.8,165,2.6,30080.0,100.0,0.0,2016
21421,201635110071,35110071,525,56.1,230,2.2,35328.0,100.0,0.0,2016
21422,201635110072,35110072,640,42.1,230,2.7,40320.0,100.0,0.0,2016
21423,201635110073,35110073,679,46.0,265,2.6,38784.0,100.0,0.0,2016
21424,201635110074,35110074,482,46.3,185,2.6,40896.0,100.0,0.0,2016
21425,201635110075,35110075,675,43.7,245,2.8,45760.0,99.26,0.74,2016
21426,201635110122,35110122,468,45.3,180,2.6,35008.0,100.0,0.0,2016
21427,201635110123,35110123,477,47.3,185,2.6,38016.0,100.0,0.0,2016
21428,201635110125,35110125,579,41.4,230,2.5,37568.0,100.0,0.0,2016
21429,201635110126,35110126,505,43.6,190,2.7,42240.0,100.0,0.0,2016
21430,201635110060,35110060,393,57.0,180,2.2,24896.0,100.0,0.0,2016
21431,201635110062,35110062,435,60.2,185,2.0,23040.0,100.0,0.0,2016
21432,201635110063,35110063,520,50.5,225,2.3,22016.0,100.0,0.0,2016
21433,201635110064,35110064,486,48.7,205,2.4,24768.0,100.0,0.0,2016
21434,201635110140,35110140,489,59.6,240,2.0,28224.0,100.0,0.0,2016
21435,201635120381,35120381,641,40.7,230,2.8,37664.0,100.0,0.0,2016
21436,201635120383,35120383,512,47.2,200,2.6,36437.0,100.0,0.0,2016
21437,201635120384,35120384,615,41.1,215,2.9,36000.0,100.0,0.0,2016
21438,201635120385,35120385,677,38.0,240,2.8,37504.0,100.0,0.0,2016
21439,201635120386,35120386,553,43.3,200,2.8,34816.0,100.0,0.0,2016
21440,201635120387,35120387,822,44.2,290,2.9,30272.0,100.0,0.0,2016
21441,201635120389,35120389,477,43.5,180,2.7,32064.0,100.0,0.0,2016
21442,201635120390,35120390,417,40.7,170,2.4,28544.0,98.8,1.2,2016
21443,201635120391,35120391,678,37.8,260,2.5,27563.0,99.26,0.74,2016
21444,201635120392,35120392,679,47.9,315,2.2,23744.0,100.0,0.0,2016
21445,201635120407,35120407,616,44.8,230,2.6,22560.0,100.0,0.0,2016
21446,201635120408,35120408,988,37.8,380,2.6,20464.0,100.0,0.0,2016
21447,201635120409,35120409,920,41.9,340,2.7,21600.0,100.0,0.0,2016
21448,201635120092,35120092,579,37.1,265,2.2,24320.0,100.0,0.0,2016
21449,201635120093,35120093,460,35.2,210,2.2,24544.0,98.91,1.09,2016
21450,201635120094,35120094,476,41.5,200,2.3,25109.0,100.0,0.0,2016
21451,201635120095,35120095,492,42.0,245,2.0,23616.0,98.99,1.01,2016
21452,201635120096,35120096,448,37.3,200,2.2,22912.0,100.0,0.0,2016
21453,201635120097,35120097,480,40.7,225,2.1,26901.0,100.0,0.0,2016
21454,201635120098,35120098,519,33.9,220,2.3,22848.0,99.02,0.98,2016
21455,201635120099,35120099,457,47.4,270,1.6,19264.0,100.0,0.0,2016
21456,201635120100,35120100,834,51.7,480,1.7,28864.0,98.8,1.2,2016
21457,201635120101,35120101,600,58.4,395,1.5,22800.0,100.0,0.0,2016
21458,201635120102,35120102,569,56.6,295,1.9,33344.0,100.0,0.0,2016
21459,201635120103,35120103,478,53.1,250,1.7,22208.0,100.0,0.0,2016
21460,201635120104,35120104,536,47.8,275,1.9,27392.0,98.13,1.87,2016
21461,201635120105,35120105,401,59.9,225,1.7,34176.0,100.0,0.0,2016
21462,201635120106,35120106,503,42.8,245,2.0,27584.0,100.0,0.0,2016
21463,201635120107,35120107,421,36.7,195,2.2,26432.0,100.0,0.0,2016
21464,201635120108,35120108,550,39.8,220,2.5,25664.0,100.0,0.0,2016
21465,201635120109,35120109,549,38.5,255,2.2,28373.0,100.0,0.0,2016
21466,201635120110,35120110,542,41.8,250,2.2,31552.0,100.0,0.0,2016
21467,201635120111,35120111,776,28.9,305,2.5,23616.0,99.35,0.65,2016
21468,201635120112,35120112,265,34.0,110,2.4,28992.0,100.0,0.0,2016
21469,201635120113,35120113,480,46.0,205,2.3,33408.0,98.94,1.06,2016
21470,201635120114,35120114,675,45.0,275,2.5,34688.0,100.0,0.0,2016
21471,201635120115,35120115,605,47.6,245,2.4,34944.0,100.0,0.0,2016
21472,201635120116,35120116,561,51.4,320,1.7,33600.0,100.0,0.0,2016
21473,201635120117,35120117,467,52.9,235,1.9,38528.0,98.94,1.06,2016
21474,201635120118,35120118,460,50.3,235,1.9,31680.0,100.0,0.0,2016
21475,201635120119,35120119,599,61.3,380,1.6,25920.0,100.0,0.0,2016
21476,201635120120,35120120,726,53.8,285,2.4,35520.0,100.0,0.0,2016
21477,201635120121,35120121,472,47.7,205,2.3,37920.0,100.0,0.0,2016
21478,201635120122,35120122,610,44.3,225,2.7,41472.0,100.0,0.0,2016
21479,201635120123,35120123,646,51.8,250,2.6,39808.0,100.0,0.0,2016
21480,201635120124,35120124,1557,47.6,605,2.6,40427.0,99.36,0.64,2016
21481,201635120126,35120126,703,39.9,290,2.5,26944.0,100.0,0.0,2016
21482,201635120129,35120129,735,44.9,275,2.6,32448.0,100.0,0.0,2016
21483,201635120130,35120130,438,42.8,175,2.5,29472.0,100.0,0.0,2016
21484,201635120131,35120131,550,35.0,220,2.2,25600.0,96.36,3.64,2016
21485,201635120132,35120132,390,37.2,160,2.4,30144.0,98.72,1.28,2016
21486,201635120133,35120133,563,48.8,255,2.2,30379.0,100.0,0.0,2016
21487,201635120134,35120134,541,37.6,245,2.2,24363.0,100.0,0.0,2016
21488,201635120135,35120135,569,74.6,135,2.0,24128.0,100.0,0.0,2016
21489,201635120136,35120136,486,36.2,205,2.3,21424.0,100.0,0.0,2016
21490,201635120137,35120137,373,40.8,170,2.1,27520.0,100.0,0.0,2016
21491,201635120138,35120138,442,37.6,260,1.7,20608.0,100.0,0.0,2016
21492,201635120139,35120139,568,33.2,275,2.0,21920.0,100.0,0.0,2016
21493,201635120140,35120140,346,41.3,165,2.0,27584.0,97.14,2.86,2016
21494,201635120141,35120141,595,43.4,305,2.0,26240.0,100.0,0.0,2016
21495,201635120142,35120142,432,46.0,180,2.4,30912.0,100.0,0.0,2016
21496,201635120143,35120143,359,46.2,145,2.5,31488.0,100.0,0.0,2016
21497,201635120147,35120147,1548,48.7,690,2.2,31296.0,99.35,0.65,2016
21498,201635120148,35120148,843,48.4,395,2.1,26765.0,99.41,0.59,2016
21499,201635120155,35120155,726,38.4,265,2.8,34560.0,99.31,0.69,2016
21500,201635120156,35120156,451,25.8,165,2.8,22997.0,98.89,1.11,2016
21501,201635120157,35120157,509,48.3,215,2.4,35328.0,100.0,0.0,2016
21502,201635120158,35120158,380,46.6,140,2.7,42624.0,100.0,0.0,2016
21503,201635120159,35120159,462,42.8,210,2.2,33067.0,100.0,0.0,2016
21504,201635120160,35120160,454,42.2,190,2.5,34048.0,100.0,0.0,2016
21505,201635120231,35120231,569,48.7,225,2.5,30400.0,99.12,0.88,2016
21506,201635120266,35120266,581,41.6,205,2.8,39040.0,100.0,0.0,2016
21507,201635120267,35120267,709,43.6,265,2.7,42453.0,100.0,0.0,2016
21508,201635120268,35120268,652,43.4,250,2.5,33408.0,100.0,0.0,2016
21509,201635120269,35120269,491,48.3,210,2.4,33152.0,100.0,0.0,2016
21510,201635120270,35120270,488,40.5,185,2.6,36544.0,100.0,0.0,2016
21511,201635120271,35120271,1752,42.1,610,2.9,42368.0,100.0,0.0,2016
21512,201635120272,35120272,1553,39.3,590,2.6,51157.0,99.68,0.32,2016
21513,201635120273,35120273,538,44.1,185,2.5,31637.0,98.96,1.04,2016
21514,201635120280,35120280,513,50.8,200,2.5,43904.0,100.0,0.0,2016
21515,201635120365,35120365,791,61.5,525,1.5,22368.0,99.37,0.63,2016
21516,201635120366,35120366,617,40.8,290,2.1,21504.0,99.19,0.81,2016
21517,201635120367,35120367,897,48.3,405,2.2,28352.0,99.44,0.56,2016
21518,201635120368,35120368,607,37.2,260,2.3,33216.0,100.0,0.0,2016
21519,201635120369,35120369,512,54.4,205,2.2,39488.0,100.0,0.0,2016
21520,201635120376,35120376,1125,45.8,475,2.4,35328.0,99.56,0.44,2016
21521,201635120377,35120377,604,50.8,250,2.4,34560.0,100.0,0.0,2016
21522,201635120378,35120378,671,42.8,240,2.8,36608.0,100.0,0.0,2016
21523,201635120379,35120379,553,44.5,205,2.7,34560.0,100.0,0.0,2016
21524,201635120380,35120380,538,43.3,185,2.8,36288.0,100.0,0.0,2016
21525,201635120382,35120382,491,46.6,190,2.6,36224.0,100.0,0.0,2016
21526,201635120404,35120404,366,49.6,100,2.6,35264.0,100.0,0.0,2016
21527,201635120405,35120405,1784,49.4,625,2.4,36506.0,99.02,0.98,2016
21528,201635120406,35120406,905,34.8,280,2.8,24768.0,99.36,0.64,2016
21529,201635120274,35120274,437,51.2,170,2.5,36992.0,100.0,0.0,2016
21530,201635120275,35120275,528,48.6,200,2.6,38080.0,100.0,0.0,2016
21531,201635120276,35120276,443,48.0,170,2.7,36352.0,100.0,0.0,2016
21532,201635120277,35120277,520,42.7,200,2.6,38869.0,100.0,0.0,2016
21533,201635120278,35120278,746,43.2,265,2.8,41536.0,100.0,0.0,2016
21534,201635120279,35120279,896,41.0,295,3.0,43187.0,100.0,0.0,2016
21535,201635120286,35120286,635,51.0,270,2.4,41259.0,100.0,0.0,2016
21536,201635120296,35120296,445,54.8,195,2.3,35541.0,100.0,0.0,2016
21537,201635120297,35120297,589,43.7,215,2.7,39808.0,100.0,0.0,2016
21538,201635120298,35120298,756,37.5,300,2.5,36896.0,100.0,0.0,2016
21539,201635120299,35120299,464,41.6,210,2.2,26368.0,100.0,0.0,2016
21540,201635120300,35120300,513,39.9,215,2.4,30720.0,100.0,0.0,2016
21541,201635120301,35120301,516,47.0,225,2.3,30656.0,100.0,0.0,2016
21542,201635120302,35120302,772,41.3,305,2.5,41728.0,99.35,0.65,2016
21543,201635120303,35120303,820,51.7,340,2.4,35712.0,100.0,0.0,2016
21544,201635120304,35120304,418,49.9,160,2.5,35200.0,100.0,0.0,2016
21545,201635120305,35120305,479,46.7,185,2.6,37888.0,100.0,0.0,2016
21546,201635120306,35120306,1047,40.3,400,2.6,36736.0,100.0,0.0,2016
21547,201635120308,35120308,456,41.5,175,2.6,31040.0,100.0,0.0,2016
21548,201635120309,35120309,396,37.1,145,2.7,39296.0,100.0,0.0,2016
21549,201635120310,35120310,387,43.5,150,2.5,33152.0,98.72,1.28,2016
21550,201635120311,35120311,716,42.6,370,1.9,29024.0,100.0,0.0,2016
21551,201635120313,35120313,460,40.7,205,2.3,28544.0,100.0,0.0,2016
21552,201635120314,35120314,425,35.6,170,2.4,23296.0,100.0,0.0,2016
21553,201635120315,35120315,465,40.8,185,2.5,30656.0,100.0,0.0,2016
21554,201635120316,35120316,592,37.8,245,2.4,27296.0,100.0,0.0,2016
21555,201635120317,35120317,481,37.5,200,2.4,28480.0,100.0,0.0,2016
21556,201635120318,35120318,561,37.0,220,2.6,34464.0,100.0,0.0,2016
21557,201635120319,35120319,465,35.4,200,2.3,28096.0,100.0,0.0,2016
21558,201635120320,35120320,518,42.8,245,2.1,23885.0,100.0,0.0,2016
21559,201635120321,35120321,516,40.7,235,2.2,26138.0,99.03,0.97,2016
21560,201635120322,35120322,671,62.9,295,1.7,21696.0,100.0,0.0,2016
21561,201635120323,35120323,927,50.5,435,1.9,24219.0,99.39,0.61,2016
21562,201635120325,35120325,469,38.4,225,2.1,24704.0,100.0,0.0,2016
21563,201635120326,35120326,444,44.8,220,1.9,25152.0,100.0,0.0,2016
21564,201635120327,35120327,474,39.6,195,2.4,27840.0,100.0,0.0,2016
21565,201635120328,35120328,454,50.1,215,2.0,28416.0,100.0,0.0,2016
21566,201635120329,35120329,569,51.5,235,2.4,41984.0,100.0,0.0,2016
21567,201635120330,35120330,553,57.0,285,1.9,29664.0,99.1,0.9,2016
21568,201635120331,35120331,674,44.0,235,2.8,45013.0,99.26,0.74,2016
21569,201635120332,35120332,760,49.1,310,2.5,40448.0,98.68,1.32,2016
21570,201635120333,35120333,641,51.1,305,2.1,29664.0,99.22,0.78,2016
21571,201635120334,35120334,602,55.5,225,2.1,28288.0,100.0,0.0,2016
21572,201635120335,35120335,464,34.5,185,2.5,25664.0,100.0,0.0,2016
21573,201635120336,35120336,1138,38.6,425,2.7,36352.0,100.0,0.0,2016
21574,201635120337,35120337,474,44.8,210,2.2,25579.0,100.0,0.0,2016
21575,201635120340,35120340,758,45.7,275,2.8,36224.0,100.0,0.0,2016
21576,201635120341,35120341,529,44.5,190,2.8,39723.0,100.0,0.0,2016
21577,201635120342,35120342,752,44.1,265,2.8,38368.0,100.0,0.0,2016
21578,201635120343,35120343,705,45.0,250,2.8,36045.0,100.0,0.0,2016
21579,201635120344,35120344,544,41.9,195,2.8,33152.0,100.0,0.0,2016
21580,201635120345,35120345,560,46.9,210,2.7,37146.0,100.0,0.0,2016
21581,201635120346,35120346,493,52.8,250,2.0,22752.0,100.0,0.0,2016
21582,201635120347,35120347,624,26.5,180,2.6,56704.0,99.2,0.8,2016
21583,201635120348,35120348,407,27.2,180,2.3,57664.0,100.0,0.0,2016
21584,201635120349,35120349,459,44.0,210,2.2,37760.0,100.0,0.0,2016
21585,201635120350,35120350,494,38.3,195,2.5,32416.0,100.0,0.0,2016
21586,201635120351,35120351,401,33.9,185,2.1,29120.0,100.0,0.0,2016
21587,201635120352,35120352,417,28.1,155,2.7,59264.0,100.0,0.0,2016
21588,201635120353,35120353,489,40.4,175,2.7,41600.0,100.0,0.0,2016
21589,201635120354,35120354,408,60.9,185,1.9,25808.0,100.0,0.0,2016
21590,201635120355,35120355,469,69.5,280,1.7,25152.0,100.0,0.0,2016
21591,201635120356,35120356,520,52.6,230,2.3,33152.0,100.0,0.0,2016
21592,201635120357,35120357,656,50.2,265,2.4,34624.0,100.0,0.0,2016
21593,201635120358,35120358,624,56.4,340,1.8,25888.0,100.0,0.0,2016
21594,201635120359,35120359,521,49.4,205,2.5,40107.0,100.0,0.0,2016
21595,201635120360,35120360,625,44.8,240,2.7,38229.0,100.0,0.0,2016
21596,201635120361,35120361,614,43.3,225,2.7,37376.0,100.0,0.0,2016
21597,201635120371,35120371,576,51.0,250,2.3,34944.0,100.0,0.0,2016
21598,201635120372,35120372,743,45.6,275,2.7,32939.0,100.0,0.0,2016
21599,201635120373,35120373,641,44.3,230,2.8,33408.0,100.0,0.0,2016
21600,201635120374,35120374,576,47.5,215,2.6,35925.0,100.0,0.0,2016
21601,201635120410,35120410,1399,45.6,530,2.6,36192.0,100.0,0.0,2016
21602,201635120412,35120412,607,47.0,230,2.6,35840.0,100.0,0.0,2016
21603,201635120281,35120281,587,42.3,210,2.8,34714.0,98.29,1.71,2016
21604,201635120282,35120282,500,52.7,195,2.2,32512.0,100.0,0.0,2016
21605,201635120283,35120283,527,40.1,205,2.6,29632.0,100.0,0.0,2016
21606,201635120284,35120284,565,46.7,250,2.3,30784.0,100.0,0.0,2016
21607,201635120285,35120285,565,44.0,220,2.5,33152.0,100.0,0.0,2016
21608,201635120287,35120287,551,42.1,190,2.9,31296.0,100.0,0.0,2016
21609,201635120288,35120288,488,49.5,185,2.6,27840.0,98.98,1.02,2016
21610,201635120289,35120289,573,46.5,220,2.6,29152.0,99.12,0.88,2016
21611,201635120290,35120290,526,51.4,225,2.3,27584.0,100.0,0.0,2016
21612,201635120259,35120259,726,44.2,320,2.3,26224.0,100.0,0.0,2016
21613,201635120261,35120261,571,52.7,235,2.4,32576.0,100.0,0.0,2016
21614,201635120262,35120262,672,50.7,275,2.4,32640.0,100.0,0.0,2016
21615,201635120263,35120263,693,44.0,240,2.8,30400.0,98.52,1.48,2016
21616,201635120264,35120264,615,43.1,220,2.8,33024.0,100.0,0.0,2016
21617,201635120265,35120265,685,39.4,235,2.9,40320.0,100.0,0.0,2016
21618,201635120416,35120416,812,51.6,385,2.1,23872.0,100.0,0.0,2016
21619,201635120393,35120393,528,49.2,230,2.3,26432.0,100.0,0.0,2016
21620,201635120394,35120394,599,48.4,245,2.4,31168.0,100.0,0.0,2016
21621,201635120395,35120395,529,44.9,210,2.5,25248.0,100.0,0.0,2016
21622,201635120396,35120396,843,54.3,380,2.2,27840.0,100.0,0.0,2016
21623,201635120397,35120397,483,51.4,205,2.3,26709.0,100.0,0.0,2016
21624,201635120398,35120398,519,52.2,230,2.3,31200.0,100.0,0.0,2016
21625,201635120399,35120399,520,56.2,230,2.3,25920.0,100.0,0.0,2016
21626,201635120400,35120400,573,44.7,285,2.0,22976.0,100.0,0.0,2016
21627,201635120401,35120401,827,56.4,300,2.2,27520.0,100.0,0.0,2016
21628,201635120402,35120402,623,48.3,255,2.4,32160.0,100.0,0.0,2016
21629,201635120255,35120255,479,50.2,190,2.6,25792.0,100.0,0.0,2016
21630,201635120256,35120256,469,53.0,195,2.4,24544.0,100.0,0.0,2016
21631,201635120258,35120258,527,47.9,205,2.6,31872.0,100.0,0.0,2016
21632,201635120413,35120413,603,46.6,215,2.8,30048.0,100.0,0.0,2016
21633,201635120253,35120253,675,54.0,300,2.2,25920.0,100.0,0.0,2016
21634,201635120291,35120291,728,54.4,250,2.4,25856.0,100.0,0.0,2016
21635,201635120292,35120292,605,54.6,295,2.1,21227.0,99.17,0.83,2016
21636,201635120293,35120293,613,54.6,290,2.1,22336.0,100.0,0.0,2016
21637,201635120294,35120294,535,50.6,220,2.4,24240.0,100.0,0.0,2016
21638,201635120295,35120295,797,57.4,375,2.1,29728.0,100.0,0.0,2016
21639,201635120252,35120252,457,52.1,210,2.2,21696.0,100.0,0.0,2016
21640,201635120251,35120251,346,55.1,160,2.2,22976.0,100.0,0.0,2016
21641,201635120254,35120254,670,56.2,310,2.1,24144.0,100.0,0.0,2016
21642,201635120239,35120239,341,55.9,155,2.1,24128.0,100.0,0.0,2016
21643,201635120240,35120240,486,54.7,220,2.2,25984.0,100.0,0.0,2016
21644,201635120246,35120246,574,53.7,260,2.3,24704.0,100.0,0.0,2016
21645,201635120235,35120235,596,37.7,235,2.5,21424.0,100.0,0.0,2016
21646,201635120236,35120236,513,55.3,260,2.0,25280.0,100.0,0.0,2016
21647,201635120237,35120237,456,62.0,290,1.6,20576.0,98.9,1.1,2016
21648,201635120238,35120238,918,58.4,365,2.2,28928.0,99.38,0.62,2016
21649,201635120247,35120247,754,53.7,320,2.3,27456.0,100.0,0.0,2016
21650,201635120248,35120248,644,52.5,275,2.2,26432.0,100.0,0.0,2016
21651,201635120233,35120233,423,54.5,180,2.3,24544.0,100.0,0.0,2016
21652,201635120249,35120249,441,53.9,195,2.2,27008.0,100.0,0.0,2016
21653,201635120232,35120232,988,58.1,455,2.2,24747.0,99.49,0.51,2016
21654,201635120234,35120234,538,51.8,230,2.3,25771.0,100.0,0.0,2016
21655,201635120241,35120241,329,49.2,125,2.5,24768.0,100.0,0.0,2016
21656,201635120242,35120242,586,59.1,280,2.1,38016.0,100.0,0.0,2016
21657,201635120243,35120243,654,49.8,265,2.4,30400.0,100.0,0.0,2016
21658,201635120244,35120244,558,52.0,255,2.2,25899.0,100.0,0.0,2016
21659,201635120245,35120245,425,60.4,205,2.0,26976.0,100.0,0.0,2016
21660,201635130042,35130042,655,57.6,280,2.3,43776.0,100.0,0.0,2016
21661,201635130043,35130043,784,45.7,300,2.6,38357.0,99.36,0.64,2016
21662,201635130044,35130044,675,53.6,280,2.4,42539.0,99.26,0.74,2016
21663,201635130045,35130045,658,50.3,260,2.6,42069.0,100.0,0.0,2016
21664,201635130046,35130046,492,46.9,190,2.5,37248.0,100.0,0.0,2016
21665,201635130047,35130047,490,46.8,195,2.5,35499.0,100.0,0.0,2016
21666,201635130048,35130048,517,52.6,210,2.4,35200.0,100.0,0.0,2016
21667,201635130049,35130049,526,48.5,205,2.5,24096.0,97.14,2.86,2016
21668,201635130050,35130050,488,51.1,200,2.4,33280.0,100.0,0.0,2016
21669,201635130051,35130051,564,47.7,220,2.5,34944.0,100.0,0.0,2016
21670,201635130052,35130052,501,59.8,225,2.2,41088.0,100.0,0.0,2016
21671,201635130053,35130053,845,56.9,395,2.1,34816.0,100.0,0.0,2016
21672,201635130054,35130054,488,58.7,220,2.2,33088.0,96.94,3.06,2016
21673,201635130055,35130055,970,69.9,515,1.9,32459.0,100.0,0.0,2016
21674,201635130056,35130056,570,53.9,275,2.1,29931.0,100.0,0.0,2016
21675,201635130057,35130057,539,48.2,220,2.5,33408.0,98.15,1.85,2016
21676,201635130058,35130058,570,54.7,220,2.3,36224.0,99.12,0.88,2016
21677,201635130059,35130059,489,47.6,205,2.3,32832.0,100.0,0.0,2016
21678,201635130060,35130060,821,59.7,345,2.1,32256.0,100.0,0.0,2016
21679,201635130061,35130061,1223,56.9,615,1.9,25370.0,100.0,0.0,2016
21680,201635130062,35130062,778,31.1,270,2.9,22741.0,98.72,1.28,2016
21681,201635130063,35130063,591,54.8,300,2.0,24448.0,100.0,0.0,2016
21682,201635130064,35130064,594,50.9,325,1.9,24096.0,100.0,0.0,2016
21683,201635130065,35130065,382,60.8,165,2.2,35627.0,100.0,0.0,2016
21684,201635130066,35130066,1118,56.5,590,1.9,27824.0,100.0,0.0,2016
21685,201635130067,35130067,604,57.0,205,2.3,31424.0,100.0,0.0,2016
21686,201635130068,35130068,492,41.6,180,2.7,33408.0,100.0,0.0,2016
21687,201635130069,35130069,458,50.5,195,2.4,32064.0,100.0,0.0,2016
